         470772435 function calls (452710241 primitive calls) in 5467.096 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    34650    0.156    0.000  179.884    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\pooling.py:152(forward)
    34650    0.134    0.000  179.605    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\functional.py:574(_max_pool2d)
    34650  179.461    0.005  179.461    0.005 {built-in method max_pool2d}
     8870    0.172    0.000  156.746    0.018 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:330(slice_batch_indices)
   150726  152.211    0.001  153.189    0.001 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_FastPathExecute}
   214316    6.875    0.000  146.072    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1839(__init__)
     8870    0.368    0.000  143.972    0.016 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:4031(__init__)
     8870    0.168    0.000  140.199    0.016 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:373(slice_inputs)
    11550    3.789    0.000  139.156    0.012 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\models\common.py:112(forward)
     8870    0.409    0.000  130.846    0.015 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:4069(__init__)
  1000743    0.472    0.000  128.679    0.000 {built-in method builtins.iter}
    17740    0.173    0.000  128.510    0.007 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:1135(enumerate_epochs)
     8870    0.053    0.000  128.206    0.014 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:403(__iter__)
     8874    0.155    0.000  128.133    0.014 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:648(__init__)
     8870    0.349    0.000  127.662    0.014 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:700(_create_iterator)
    32040  127.570    0.004  127.570    0.004 {method 'copy' of 'numpy.ndarray' objects}
    26612    0.632    0.000  126.474    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:1460(__init__)
   150874    0.327    0.000  123.027    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\message.py:193(ParseFromString)
445442/444970    2.060    0.000  122.594    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1448(convert_to_tensor)
    26612    0.310    0.000  122.332    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:597(__init__)
   150874    0.515    0.000  122.209    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1135(MergeFromString)
    26612    1.780    0.000  121.839    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:412(__init__)
2234779/150874   11.838    0.000  121.608    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1161(InternalParse)
     8870    0.061    0.000  120.679    0.014 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:2987(make_iterator)
   168672    0.438    0.000  115.787    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\constant_op.py:166(constant)
   168672    2.055    0.000  115.349    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\constant_op.py:267(_constant_impl)
6869237/5719410   31.397    0.000   90.392    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:509(init)
302548/267064    4.139    0.000   87.770    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:875(DecodeMap)
    17740    0.057    0.000   78.694    0.004 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1028(slice)
    17740    0.180    0.000   78.637    0.004 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:9212(_slice)
346182/221860    2.503    0.000   78.408    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:722(DecodeRepeatedField)
    10726    0.203    0.000   68.365    0.006 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\im_sim_v3.py:254(new_im)
    44419    0.063    0.000   65.984    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\constant_op.py:335(_constant_tensor_conversion_function)
2866089/831022   10.221    0.000   64.502    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1064(ByteSize)
979935/633174    3.328    0.000   62.754    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:744(DecodeField)
    11550   24.710    0.002   60.913    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\models\yolo.py:39(forward)
   124454    0.974    0.000   59.477    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\nest.py:573(map_structure)
   214316    2.709    0.000   58.191    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\encoder.py:351(FieldSize)
   124454    0.261    0.000   55.190    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\nest.py:635(<listcomp>)
    53224    1.129    0.000   54.604    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:1148(_get_defun_inputs)
       17    0.001    0.000   54.187    3.187 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\im_sim_v3.py:222(array2image)
    26612    0.067    0.000   53.879    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:1136(_get_defun_inputs_from_args)
       17    0.001    0.000   53.322    3.137 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:2025(save)
       17    0.001    0.000   53.288    3.135 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\PngImagePlugin.py:751(_save)
       17    0.014    0.001   53.282    3.134 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\ImageFile.py:474(_save)
     1769   52.942    0.030   52.942    0.030 {method 'encode' of 'ImagingEncoder' objects}
   115312    0.207    0.000   49.793    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:50(_default_conversion_function)
3322515/1642001   13.611    0.000   48.520    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1318(MergeFrom)
    35958    0.676    0.000   48.145    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\graph_only_ops.py:29(graph_placeholder)
     8870    0.044    0.000   47.063    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:315(permutation)
     8870    0.187    0.000   46.989    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1730(range)
    92400    0.374    0.000   45.284    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\activation.py:713(forward)
   183998   45.133    0.000   45.133    0.000 {built-in method cat}
    92400    0.458    0.000   44.910    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\functional.py:1292(leaky_relu)
    92400   44.420    0.000   44.420    0.000 {built-in method torch._C._nn.leaky_relu_}
   214316    4.479    0.000   43.429    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1764(_create_c_op)
        1    0.000    0.000   41.706   41.706 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\im_sim_v3.py:304(end)
        1   41.706   41.706   41.706   41.706 {built-in method builtins.input}
    26612    2.686    0.000   38.153    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:301(__exit__)
1034760/963794    1.663    0.000   36.613    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\message.py:117(CopyFrom)
  2504604   10.656    0.000   34.645    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:461(MakeSubMessageDefault)
   214792    1.670    0.000   29.996    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:519(_get_resource_inputs)
   214316    2.334    0.000   29.226    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1737(_NodeDef)
  1866172    5.654    0.000   28.897    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:575(__getitem__)
     8870    0.032    0.000   28.298    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:393(grab_batch)
     8870    0.038    0.000   28.047    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:394(<lambda>)
     8870    0.077    0.000   27.981    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\array_ops.py:4589(gather)
     8870    0.122    0.000   27.845    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:3790(gather_v2)
    92400    1.516    0.000   25.508    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\batchnorm.py:97(forward)
    44320    0.306    0.000   25.378    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\array_ops.py:244(identity)
    26612    0.150    0.000   25.152    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:930(convert)
    26612    0.200    0.000   24.763    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:182(mark_as_return)
    44320    0.288    0.000   24.607    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:3973(identity)
    92400    1.018    0.000   22.956    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\functional.py:2040(batch_norm)
1321852/580955    1.863    0.000   22.731    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\encoder.py:307(FieldSize)
     8871    0.046    0.000   22.728    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\array_ops.py:59(reshape)
     8871    0.086    0.000   22.325    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:8143(reshape)
   214316    1.845    0.000   22.238    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:89(get_read_write_resource_inputs)
    92400   21.649    0.000   21.649    0.000 {built-in method batch_norm}
    20601    0.411    0.000   21.610    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils\plots.py:71(plot_one_box_ours)
   473907    1.029    0.000   21.228    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1091(SerializeToString)
    17740    0.052    0.000   21.219    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:569(from_tensors)
    17740    0.247    0.000   21.168    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2980(__init__)
  7778522   11.449    0.000   20.815    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1497(__init__)
2304036/1462736    2.156    0.000   19.399    0.000 {built-in method builtins.next}
    79972    2.813    0.000   19.184    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:360(make_tensor_proto)
    20420   19.053    0.001   19.053    0.001 {resize}
   284873    2.359    0.000   18.863    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:2471(get_attr)
     8870    0.030    0.000   18.643    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:1002(concatenate)
     8870    0.229    0.000   18.613    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3504(__init__)
     8870    0.038    0.000   18.582    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:606(from_tensor_slices)
     8870    0.236    0.000   18.544    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2999(__init__)
   473907    1.224    0.000   17.361    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1104(SerializePartialToString)
    46200    0.138    0.000   16.758    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\models\common.py:151(forward)
  2714343    5.605    0.000   16.689    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:832(ListFields)
    17740    0.163    0.000   16.161    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:6595(tensor_dataset)
876297/473907    3.977    0.000   16.006    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1110(InternalSerialize)
     8870    0.145    0.000   15.729    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:853(concatenate_dataset)
     8870    0.127    0.000   15.270    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:6664(tensor_slice_dataset)
1241191/820551    1.415    0.000   15.203    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\contextlib.py:108(__enter__)
 38182739   10.221    0.000   14.434    0.000 {built-in method builtins.isinstance}
    23100    0.176    0.000   14.158    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\upsampling.py:140(forward)
    23100    0.537    0.000   13.982    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\functional.py:2975(interpolate)
9982136/8045875    7.621    0.000   13.545    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1452(Modified)
   115930    0.857    0.000   13.523    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3868(_get_op_def)
    23100   13.233    0.001   13.233    0.001 {built-in method torch._C._nn.upsample_nearest2d}
782718/649662    0.738    0.000   13.181    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:417(MergeFrom)
809330/649662    3.469    0.000   13.104    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:402(extend)
    11549    4.511    0.000   12.462    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils\general.py:340(non_max_suppression)
    41202   12.285    0.000   12.285    0.000 {rectangle}
 14462254   11.941    0.000   12.273    0.000 {method 'items' of 'dict' objects}
    11550    0.752    0.000   12.100    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils\datasets.py:797(letterbox)
   249996    2.331    0.000   11.717    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:365(inner_cm)
     8870    0.149    0.000   11.121    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:531(__del__)
       33    0.021    0.001   10.614    0.322 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\im_sim_v3.py:64(extract_features)
     8870    0.098    0.000   10.373    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:7268(_range)
     8870    0.040    0.000   10.252    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:1262(delete_iterator)
